resolver_ip,num_all,rate_all,num_success,rate_success,asnum,asname,country
117.89.178.184,2,0.00%,2,100.00%,134756,CHINANET-NANJING-JISHAN-IDC CHINANET Nanjing Jishan IDC network,CN
121.40.6.147,2,0.00%,1,50.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
194.95.236.59,2,0.00%,2,100.00%,680,DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
166.111.8.30,2,0.00%,1,50.00%,4538,ERX-CERNET-BKB China Education and Research Network Center,CN
111.62.196.227,2,0.00%,0,0.00%,24547,CMNET-V4HEBEI-AS-AP Hebei Mobile Communication Company Limited,CN
159.226.95.67,2,0.00%,2,100.00%,7497,CSTNET-AS-AP Computer Network Information Center,CN
119.167.209.4,2,0.00%,2,100.00%,4837,CHINA169-BACKBONE CHINA UNICOM China169 Backbone,CN
91.209.196.50,2,0.00%,1,50.00%,48447,SECTIGO,GB
205.251.193.79,2,0.00%,1,50.00%,16509,AMAZON-02,US
162.251.82.246,2,0.00%,0,0.00%,13335,CLOUDFLARENET,US
162.251.82.122,2,0.00%,2,100.00%,13335,CLOUDFLARENET,US
121.51.160.100,2,0.00%,0,0.00%,45090,TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited,CN
23.200.75.97,2,0.00%,1,50.00%,20940,AKAMAI-ASN1,NL
192.16.16.6,2,0.00%,2,100.00%,15133,EDGECAST,US
216.218.130.2,2,0.00%,2,100.00%,6939,HURRICANE,US
61.151.180.44,1,0.00%,1,100.00%,4811,CHINANET-SHANGHAI-MAN China Telecom Group,CN
193.108.91.79,1,0.00%,0,0.00%,21342,AKAMAI-ASN2,NL
106.11.211.51,1,0.00%,0,0.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
119.19.19.19,1,0.00%,1,100.00%,null,null,null
106.11.41.153,1,0.00%,0,0.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
192.228.79.201,1,0.00%,1,100.00%,394353,BROOT-AS,US
108.162.192.143,1,0.00%,0,0.00%,13335,CLOUDFLARENET,US
139.155.11.170,1,0.00%,0,0.00%,45090,TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited,CN
111.20.4.29,1,0.00%,1,100.00%,140105,CMNET-SNIDC-CN-AP Shaanxi Mobile Communication Company Limited,CN
205.251.193.227,1,0.00%,1,100.00%,16509,AMAZON-02,US
198.18.0.1,1,0.00%,1,100.00%,null,null,null
111.161.107.195,1,0.00%,0,0.00%,4837,CHINA169-BACKBONE CHINA UNICOM China169 Backbone,CN
192.48.79.30,1,0.00%,0,0.00%,396570,VRSN-AC50-340,US
97.74.100.1,1,0.00%,1,100.00%,44273,GODADDY-DNS,DE
199.4.137.1,1,0.00%,0,0.00%,42,WOODYNET-1,US
79.98.120.73,1,0.00%,0,0.00%,47201,AEDAAS1,AE
205.251.195.250,1,0.00%,1,100.00%,16509,AMAZON-02,US
192.18.0.2,1,0.00%,1,100.00%,43894,ORCL-LON-OPC1,SE
118.121.192.78,1,0.00%,1,100.00%,38283,CHINANET-SCIDC-AS-AP CHINANET SiChuan Telecom Internet Data Center,CN
203.119.86.101,1,0.00%,0,0.00%,18368,APNIC-SERVICES APNIC DNS Anycast,AU
61.158.128.3,1,0.00%,1,100.00%,4837,CHINA169-BACKBONE CHINA UNICOM China169 Backbone,CN
123.123.123.124,1,0.00%,0,0.00%,4808,CHINA169-BJ China Unicom Beijing Province Network,CN
173.245.58.83,1,0.00%,0,0.00%,13335,CLOUDFLARENET,US
47.113.183.37,1,0.00%,0,0.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
140.205.1.9,1,0.00%,0,0.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
140.205.29.117,1,0.00%,0,0.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
199.249.120.1,1,0.00%,0,0.00%,207266,AFILIAS-SECONDARY-DNS,IE
23.74.25.64,1,0.00%,0,0.00%,21342,AKAMAI-ASN2,NL
2.22.230.64,1,0.00%,1,100.00%,21342,AKAMAI-ASN2,NL
206.2.4.8,1,0.00%,1,100.00%,174,COGENT-174,US
95.100.173.67,1,0.00%,0,0.00%,21342,AKAMAI-ASN2,NL
96.7.49.67,1,0.00%,0,0.00%,21342,AKAMAI-ASN2,NL
185.54.16.254,1,0.00%,0,0.00%,202024,FEDNETAS1,AE
192.31.80.30,1,0.00%,0,0.00%,397209,VRSN-AC28,US
119.97.179.131,1,0.00%,1,100.00%,138982,CHINANET-HUBEI-JIANGXIA-IDC Hubei Jiangxia IDC,CN
9.9.9.10,1,0.00%,1,100.00%,19281,QUAD9-AS-1,CH
210.192.118.29,1,0.00%,1,100.00%,4835,CHINANET-IDC-SN China Telecom Group,CN
72.246.46.67,1,0.00%,0,0.00%,21342,AKAMAI-ASN2,NL
192.43.172.30,1,0.00%,0,0.00%,396544,VRSN-AC50-340,US
192.115.4.235,1,0.00%,0,0.00%,31391,ISOC-IL-AS,IL
204.13.89.97,1,0.00%,0,0.00%,40630,GRIDFURY-AS,US
202.89.233.98,1,0.00%,1,100.00%,59067,"MMAISNET Microsoft Mobile Alliance Internet Services Co., Ltd",CN
103.137.60.203,1,0.00%,0,0.00%,24302,CRIS-CERNET-AS CRIS-CERNET,CN
212.1.224.4,1,0.00%,1,100.00%,12714,"MEGAFON-AS Moscow, Russia",RU
108.162.192.160,1,0.00%,1,100.00%,13335,CLOUDFLARENET,US
183.232.187.30,1,0.00%,1,100.00%,9808,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.",CN
192.115.7.53,1,0.00%,1,100.00%,31391,ISOC-IL-AS,IL
156.154.132.200,1,0.00%,1,100.00%,397218,SECURITYSERVICES,US
120.92.128.236,1,0.00%,0,0.00%,17621,CNCGROUP-SH China Unicom Shanghai network,CN
151.80.139.34,1,0.00%,0,0.00%,16276,OVH,FR
185.203.113.0,1,0.00%,0,0.00%,209898,UNGLEICH-PLACE15,CH
124.16.139.61,1,0.00%,1,100.00%,7497,CSTNET-AS-AP Computer Network Information Center,CN
203.107.0.211,1,0.00%,0,0.00%,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",CN
192.26.92.30,1,0.00%,0,0.00%,397209,VRSN-AC28,US
204.61.216.100,1,0.00%,0,0.00%,42,WOODYNET-1,US
205.251.192.67,1,0.00%,1,100.00%,16509,AMAZON-02,US
208.94.116.1,1,0.00%,0,0.00%,40630,GRIDFURY-AS,US
172.64.33.109,1,0.00%,1,100.00%,13335,CLOUDFLARENET,US
216.239.38.107,1,0.00%,1,100.00%,15169,GOOGLE,US
185.85.196.36,1,0.00%,0,0.00%,33438,STACKPATH,US
43.250.35.25,1,0.00%,1,100.00%,131495,"NINE-CLOUD Beijing nine cloud infinite network technology co., LTD",CN
192.33.14.30,1,0.00%,0,0.00%,396571,VRSN-AC50-340,US
192.168.100.254,1,0.00%,0,0.00%,null,null,null
205.251.196.4,1,0.00%,1,100.00%,16509,AMAZON-02,US
